acemasiran--pesrev--devrikebir----neyzen_salih_dede,01412a5d-1858-43b3-b5b0-78f383675e9b
acemasiran--pesrev--muhammes----gazi_giray_han,3e9ae4d3-3cab-456f-bc9c-6d978d3ebac2
acemasiran--sarki--agiraksak--bir_haber--bimen_sen,0da40ae9-e07c-412e-b882-ec99ba92a7d8
acemasiran--sarki--agiraksak--goncasindan_gulsenin--emin_ongan,eb1ce31f-d07a-4fe0-bdc8-3e915d33e617
acemasiran--sarki--aksak--dinle_sozum--iii._selim,2dc53c4f-94b5-4deb-a1cc-572eab89da98
acemasiran--sarki--aksak--gordum_seni--irfan_dogrusoz,6c13223a-432f-467e-adbf-978c3b5eb808
acemasiran--sarki--aksak--oldu_gonul--dede_efendi,c6572d8a-44a2-46ee-9421-804aeb7ed3a1
acemasiran--sarki--devrihindi--ruy-i_alemdir--dellalzade,10890e52-66b2-4788-b227-ff17194f1f91
acemasiran--sarki--duyek--kime_halim--faize_ergin,787d2c10-4cfd-45dd-9713-ec173719695a
acemasiran--sarki--sofyan--bakma_sakin--sakir_aga,be0af6f1-a285-49d0-bfbb-8642e2af7d89
acemasiran--sarki--sofyan--gonul_sana--sadettin_kaynak,0284de77-2356-438f-9936-99b7961b1387
acemasiran--sarki--yuruksemai--gel_ey_denizin--aleko_bacanos,028e1882-0e6c-4b82-b658-ccdd83f1c9b5
acemasiran--sazsemaisi--aksaksemai----gazi_giray_han,ec2a4d7c-df78-4079-9ad7-00f8f27836bf
acemasiran--sazsemaisi--aksaksemai----udi_ibrahim_efendi,baabfe67-5f03-4f6a-8d0d-592e36a2894b
acemasiran--yuruksemai--yuruksemai--bileydi_dil--itri,3d75a15a-1c21-42bf-ac20-f51bcfd381d5
acemasiran--zeybek--agiraksak--su_izmirin--tahsin_karakus,4fc8d78e-aad7-423c-bec3-33da0bbed1bb
beyati--agirsemai--aksaksemai--cikmaz_derun_u--tabi_mustafa_efendi,17f6cc3d-cfbc-453c-96c7-83ca534ae713
beyati--pesrev--darbifetih----tanburi_isak,f262511a-6aef-4c52-a59d-f4b1085b536a
beyati--pesrev--hafif----seyfettin_osmanoglu,831d4801-0562-491f-922b-f6f987d19b3d
beyati--sarki--agiraksak--gul_hazin--rahmi_bey,bee6ac55-19d8-4bdf-891e-ea2c8cc91837
beyati--sarki--agiraksak--muptelayim--dede_efendi,49462134-55d2-4566-bbeb-f3d901ca39ee
beyati--sarki--aksak--benzemez_kimse--fehmi_tokay,a346442e-7713-4233-b119-6dee53c4e9b8
beyati--sarki--aksak--karsidan_yar--dede_efendi,998d3462-1b73-4b32-b50d-b792ed49f4fe
beyati--sarki--aksak--ne_semtden--kemani_riza_efendi,c5fd8733-beb5-4375-8743-8a6d22bb9cbc
